,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,y
16181,0,66,1,28.0,0,0,1,26.0,0
30987,0,43,1,28.0,0,0,1,26.0,1
28917,0,51,1,28.0,0,0,1,26.0,0
4263,1,51,1,12.0,0,0,1,124.0,1
29402,1,49,1,28.0,0,0,1,26.0,1
17029,0,36,1,41.0,0,0,1,157.0,1
15646,1,40,1,28.0,0,0,1,124.0,1
9224,0,28,1,22.0,1,1,0,152.0,0
21204,1,25,1,33.0,1,1,0,152.0,0
32808,0,24,1,46.0,1,1,0,152.0,0
16725,1,66,1,14.0,0,0,1,122.0,1
9277,1,57,1,50.0,0,0,1,124.0,0
18385,0,50,1,28.0,0,2,1,26.0,0
1622,1,64,1,28.0,0,0,1,30.0,1
12875,1,46,1,34.0,0,0,1,26.0,1
34448,1,72,1,7.0,1,0,1,26.0,0
27015,1,43,1,38.0,0,0,1,26.0,0
31896,1,52,1,31.0,0,0,1,163.0,1
22180,0,61,1,28.0,0,0,1,122.0,1
8310,1,49,1,9.0,0,0,1,26.0,0
35957,0,53,1,48.0,0,0,1,15.0,0
31653,0,44,1,29.0,0,0,1,124.0,1
28269,0,23,1,3.0,1,1,0,152.0,0
6373,1,21,1,40.0,0,1,1,152.0,0
26665,1,45,1,28.0,0,0,1,47.0,1
32656,1,52,1,22.0,0,2,1,163.0,0
30675,0,23,1,46.0,1,1,0,152.0,0
31889,1,52,1,28.0,0,0,1,124.0,1
26839,1,43,1,15.0,0,0,1,26.0,0
16458,1,39,1,36.0,0,0,1,124.0,1
8996,1,52,1,28.0,0,0,1,26.0,1
37070,0,23,1,47.0,0,1,0,152.0,0
31229,1,41,1,28.0,0,0,1,124.0,0
11372,0,39,1,46.0,0,0,1,26.0,1
30562,0,39,1,33.0,1,0,0,124.0,0
9959,1,72,1,24.0,0,0,1,124.0,0
26637,0,62,1,8.0,0,0,0,26.0,0
21180,1,41,1,22.0,0,0,1,124.0,0
21748,1,41,1,8.0,1,0,0,26.0,0
17685,1,50,1,28.0,0,2,1,26.0,1
25567,1,23,1,28.0,1,1,0,152.0,0
23752,1,55,1,46.0,0,0,1,124.0,1
32098,1,29,1,28.0,1,0,0,26.0,0
1635,1,30,1,48.0,0,0,1,26.0,0
9725,1,63,1,38.0,1,0,0,124.0,0
4744,1,50,1,3.0,1,0,0,124.0,0
3108,1,73,1,28.0,1,0,0,122.0,0
12808,0,51,1,50.0,0,0,0,155.0,1
2573,0,49,1,28.0,0,0,1,157.0,1
27856,1,29,1,28.0,0,0,1,124.0,1
3764,0,27,1,3.0,1,1,0,152.0,0
28529,1,48,1,28.0,0,0,1,124.0,1
22005,1,44,1,28.0,0,0,0,13.0,0
5650,0,76,1,18.0,1,0,0,26.0,0
20607,0,42,1,50.0,0,0,1,156.0,1
18495,1,74,1,46.0,0,2,1,26.0,0
24557,1,27,1,41.0,0,1,1,152.0,1
2106,1,48,1,41.0,0,0,1,124.0,1
19063,0,41,1,28.0,0,0,1,157.0,1
17829,1,52,1,28.0,1,0,0,26.0,0
31344,1,42,1,28.0,0,0,1,124.0,0
14827,0,47,1,28.0,0,0,1,26.0,0
29975,1,35,1,28.0,0,0,1,124.0,1
17771,1,53,1,28.0,0,0,1,55.0,1
12788,1,24,1,17.0,1,1,1,152.0,0
36254,1,21,1,8.0,1,1,0,160.0,0
35180,1,53,1,28.0,1,0,0,26.0,0
25700,0,39,1,48.0,0,2,1,15.0,0
7083,1,44,1,22.0,0,0,1,124.0,1
34081,1,40,1,9.0,0,0,1,163.0,0
15188,1,63,1,28.0,1,0,0,124.0,0
34858,1,23,1,29.0,1,1,0,152.0,0
1279,1,27,1,28.0,0,0,1,156.0,1
13221,1,38,1,46.0,0,0,1,124.0,1
1071,0,20,1,26.0,1,1,1,160.0,0
14596,1,51,1,28.0,0,0,1,26.0,1
20616,0,47,1,50.0,0,0,1,152.0,0
23994,1,26,1,17.0,1,1,0,152.0,0
11382,0,33,1,28.0,1,1,0,1.0,1
5344,1,45,1,28.0,1,0,0,52.0,0
29378,1,53,1,46.0,0,0,1,124.0,1
36600,1,24,1,47.0,1,1,0,152.0,0
15358,1,51,1,28.0,0,0,1,26.0,1
5662,1,25,1,11.0,1,1,0,152.0,0
19978,0,43,1,28.0,0,0,1,26.0,1
22419,1,35,1,41.0,0,0,1,156.0,1
23236,1,31,1,15.0,0,0,1,156.0,1
11671,0,23,1,45.0,1,1,0,160.0,0
8705,1,46,1,25.0,0,0,1,124.0,1
23635,0,38,1,28.0,1,0,0,152.0,0
31419,1,49,1,23.0,0,0,1,157.0,1
20327,1,25,1,8.0,0,1,0,152.0,0
13859,0,41,1,46.0,0,0,1,26.0,1
10503,0,44,1,28.0,0,0,1,26.0,0
4070,1,36,1,9.0,1,0,1,124.0,0
20079,1,57,1,28.0,0,0,1,124.0,1
23717,1,60,1,28.0,0,0,1,124.0,0
31787,1,56,1,28.0,1,0,1,52.0,0
2198,1,40,1,12.0,1,0,0,124.0,1
16032,1,35,1,50.0,0,0,1,26.0,1
29099,0,48,1,28.0,0,0,1,124.0,0
4425,1,65,1,12.0,0,0,1,124.0,1
6150,0,33,1,28.0,0,0,1,26.0,1
16439,1,62,1,47.0,1,0,0,16.0,0
17327,0,52,1,28.0,0,0,1,26.0,1
822,0,74,1,28.0,0,0,1,26.0,1
17326,1,67,1,28.0,1,0,0,124.0,0
21389,1,28,1,28.0,0,0,1,124.0,1
26414,1,54,1,20.0,0,2,1,26.0,0
33064,1,51,1,48.0,1,0,0,26.0,0
9637,0,27,1,10.0,1,1,0,152.0,0
25283,0,45,1,28.0,0,0,1,26.0,0
24057,0,41,1,39.0,0,0,1,124.0,0
12175,1,33,1,28.0,0,0,1,124.0,1
18922,1,44,1,28.0,0,0,1,124.0,1
17417,1,60,1,28.0,0,0,1,26.0,0
36745,0,24,1,15.0,1,1,0,152.0,0
9503,1,43,1,28.0,0,0,1,124.0,1
31821,1,59,1,28.0,0,0,1,26.0,1
21591,1,32,1,28.0,0,0,1,163.0,1
36300,0,28,1,11.0,1,1,0,152.0,0
7970,0,44,1,33.0,0,0,1,154.0,1
13575,1,40,1,36.0,0,0,1,26.0,1
3620,1,38,1,48.0,0,0,1,26.0,0
20059,0,31,1,50.0,0,1,1,152.0,1
24160,1,40,1,28.0,0,0,1,26.0,1
8352,1,31,1,8.0,1,0,0,124.0,0
6722,0,42,1,20.0,0,0,1,156.0,1
3300,1,44,1,28.0,0,0,1,154.0,1
19694,1,55,1,28.0,0,2,1,26.0,1
31480,1,46,1,2.0,0,0,1,26.0,1
27105,1,51,1,8.0,0,0,1,7.0,0
8519,1,48,1,27.0,0,0,1,124.0,1
18831,0,49,1,41.0,1,0,0,124.0,0
34901,0,42,1,46.0,0,0,1,156.0,0
10682,0,23,1,41.0,0,1,0,160.0,1
30678,1,47,1,28.0,0,0,1,124.0,1
16449,1,59,1,28.0,0,0,1,26.0,0
25664,1,26,1,8.0,1,1,0,152.0,0
10998,1,23,1,25.0,0,1,1,152.0,1
14507,1,70,1,10.0,1,0,0,124.0,0
19787,1,65,1,13.0,0,0,1,124.0,0
12993,0,23,1,28.0,1,1,0,152.0,0
36817,1,56,1,14.0,1,0,0,26.0,0
19846,1,22,1,11.0,0,1,1,152.0,1
34219,1,44,1,28.0,0,2,1,124.0,0
26399,0,53,1,41.0,0,0,1,26.0,1
8833,1,22,1,8.0,1,1,0,152.0,0
16438,0,52,1,28.0,0,0,1,26.0,1
16592,1,58,1,28.0,0,0,1,122.0,0
32821,1,56,1,28.0,0,0,1,26.0,0
22792,1,42,1,18.0,1,0,0,124.0,0
26062,0,26,1,35.0,1,1,0,160.0,0
10093,1,54,1,4.0,0,0,1,124.0,1
1836,0,48,1,8.0,0,2,1,26.0,0
5700,0,72,1,37.0,1,0,0,26.0,0
13087,0,49,1,29.0,0,2,1,26.0,1
18401,1,25,1,35.0,1,1,0,152.0,0
9274,1,20,1,2.0,0,1,0,160.0,0
12342,1,35,1,8.0,0,0,1,26.0,1
22665,0,20,1,8.0,0,1,1,160.0,0
25731,0,24,1,28.0,0,1,1,158.0,0
24486,0,62,1,28.0,0,0,1,122.0,0
25522,0,43,1,28.0,0,0,1,26.0,1
6731,1,60,1,28.0,0,0,1,26.0,0
11485,1,46,1,46.0,0,0,1,11.0,1
26737,1,61,1,28.0,0,0,1,26.0,1
6097,1,22,1,50.0,0,1,1,152.0,0
24664,1,59,1,28.0,0,0,1,124.0,0
6645,0,31,1,30.0,0,1,1,152.0,1
28865,1,45,1,40.0,0,0,1,55.0,1
31678,1,52,1,14.0,1,0,0,124.0,0
17848,0,31,1,8.0,1,1,0,152.0,0
6391,1,77,1,28.0,0,2,1,26.0,0
1029,0,25,1,8.0,0,1,1,151.0,0
18449,0,32,1,28.0,0,1,1,152.0,1
23570,0,23,1,28.0,0,0,1,26.0,1
28071,1,24,1,47.0,0,1,1,151.0,1
7311,1,46,1,28.0,0,0,1,124.0,1
24861,1,34,1,28.0,0,0,1,124.0,1
11180,1,24,1,4.0,1,1,0,152.0,0
20908,0,60,1,28.0,0,0,1,155.0,1
27952,1,43,1,45.0,0,0,1,124.0,1
30857,1,27,1,28.0,0,0,0,163.0,0
2717,0,34,1,2.0,0,0,1,155.0,1
2079,1,48,1,38.0,0,0,0,26.0,1
27965,1,58,1,28.0,0,0,1,26.0,1
29042,0,27,1,18.0,1,1,0,152.0,0
1238,1,25,1,38.0,0,0,1,156.0,0
24442,0,38,1,29.0,0,0,1,156.0,1
2482,1,42,1,28.0,0,0,1,124.0,1
26838,0,46,1,28.0,0,0,1,4.0,1
10589,1,24,1,25.0,1,1,0,152.0,0
31849,1,40,1,3.0,0,0,1,124.0,0
1759,1,35,1,11.0,0,0,1,124.0,1
9984,1,54,1,24.0,0,0,1,124.0,1
20806,0,49,1,28.0,0,2,1,26.0,1
26519,0,49,1,35.0,1,0,0,152.0,0
34427,0,26,1,28.0,1,1,0,152.0,0
9916,0,51,1,25.0,0,0,1,26.0,1
21566,0,22,1,45.0,0,1,1,152.0,1
31195,1,35,1,28.0,0,0,1,26.0,1
24917,1,74,1,28.0,0,0,1,23.0,1
23081,1,35,1,14.0,1,0,1,124.0,0
4981,0,21,1,30.0,1,1,0,160.0,0
19625,1,29,1,41.0,0,1,1,156.0,0
19816,1,51,1,8.0,0,0,1,26.0,1
15418,1,24,1,41.0,1,1,0,152.0,0
4944,1,23,1,8.0,0,1,1,152.0,1
19939,1,24,1,36.0,0,1,1,152.0,0
27696,0,42,1,28.0,0,0,1,124.0,1
6506,1,69,1,28.0,1,0,1,30.0,0
16241,0,46,1,11.0,0,2,1,26.0,1
10395,0,44,1,46.0,0,0,1,19.0,1
19097,1,41,1,28.0,0,0,1,26.0,1
4757,1,39,1,18.0,0,0,1,154.0,1
34004,0,28,1,28.0,0,1,0,1.0,0
28734,0,79,1,28.0,0,2,1,124.0,1
5130,1,55,1,28.0,0,0,1,26.0,0
26078,0,59,1,28.0,0,0,1,3.0,0
15511,0,23,1,29.0,1,1,0,152.0,0
22359,0,42,1,28.0,0,0,1,26.0,1
19956,1,50,1,28.0,0,0,1,26.0,1
14966,1,60,1,31.0,1,0,1,26.0,0
5299,1,59,1,8.0,0,0,1,26.0,1
1990,0,43,1,41.0,0,0,1,12.0,1
14179,0,25,1,37.0,1,1,0,160.0,0
14909,1,44,1,8.0,1,0,0,124.0,0
20206,0,50,1,28.0,0,2,1,26.0,0
13490,0,31,1,46.0,0,0,1,124.0,1
33731,0,21,1,32.0,0,1,0,152.0,0
4971,1,48,1,8.0,0,0,1,26.0,1
36695,1,49,1,41.0,1,0,0,124.0,0
15224,1,24,1,8.0,1,1,0,152.0,0
6783,1,45,1,28.0,0,0,1,23.0,1
4248,1,24,1,8.0,1,1,0,152.0,0
26270,1,53,1,8.0,0,0,1,26.0,0
28700,1,36,1,3.0,1,0,0,26.0,0
8666,0,32,1,8.0,0,1,1,26.0,1
31930,1,26,1,37.0,1,1,0,152.0,0
8070,0,39,1,11.0,0,0,1,124.0,1
8577,0,46,1,28.0,0,0,1,26.0,1
7973,1,37,1,4.0,0,0,1,124.0,1
11898,0,26,1,28.0,1,1,0,152.0,0
1998,0,72,1,50.0,1,0,0,124.0,0
19445,1,42,1,28.0,1,0,0,26.0,0
25150,1,45,1,4.0,0,0,1,124.0,1
9202,1,22,1,28.0,0,1,1,152.0,0
13224,0,49,1,48.0,0,2,1,124.0,1
32409,1,52,1,45.0,0,0,1,26.0,1
4947,1,23,1,21.0,1,1,0,152.0,0
7487,1,47,1,8.0,0,0,1,26.0,0
22854,1,47,1,28.0,0,0,1,60.0,0
28450,1,47,1,43.0,1,0,1,26.0,0
31880,1,57,1,28.0,0,0,1,26.0,1
9524,0,39,1,33.0,0,0,1,156.0,1
26983,1,29,1,28.0,0,1,1,124.0,0
11694,1,49,1,34.0,0,0,1,26.0,1
2708,1,38,1,28.0,0,0,1,26.0,1
35068,1,37,1,28.0,0,0,1,55.0,0
24610,0,23,1,16.0,1,1,0,152.0,0
7549,1,25,1,30.0,1,1,0,152.0,0
5454,0,55,1,28.0,0,0,1,26.0,0
23458,0,24,1,12.0,1,1,0,152.0,0
2260,0,43,1,15.0,1,0,0,124.0,0
3638,0,46,1,39.0,1,0,0,124.0,0
19256,1,22,1,43.0,0,1,1,160.0,1
22303,0,37,1,33.0,0,0,1,156.0,0
29575,0,78,1,28.0,1,0,0,26.0,0
16966,0,20,1,3.0,0,1,0,160.0,0
1645,0,33,1,12.0,0,0,1,156.0,1
4032,1,29,1,5.0,0,1,0,26.0,0
4097,0,48,1,8.0,0,0,0,26.0,0
22116,1,47,1,50.0,0,0,1,157.0,1
11053,1,37,1,30.0,0,0,1,124.0,1
2189,0,45,1,2.0,1,0,0,124.0,0
13718,1,35,1,28.0,0,0,1,44.0,1
17377,1,59,1,8.0,0,0,1,124.0,0
3797,1,47,1,28.0,0,2,1,26.0,1
3368,1,37,1,28.0,0,0,1,124.0,1
13328,1,26,1,20.0,0,1,1,152.0,0
32213,0,27,1,41.0,1,1,0,152.0,0
8327,0,42,1,28.0,0,0,1,26.0,0
20530,1,73,1,28.0,0,2,1,26.0,1
24692,0,43,1,28.0,0,0,1,26.0,0
25740,0,56,1,28.0,0,0,1,26.0,0
13418,1,44,1,36.0,0,0,1,26.0,0
10154,1,31,1,28.0,0,1,0,1.0,0
27632,1,36,1,46.0,0,0,1,156.0,1
35891,0,20,1,14.0,0,1,0,160.0,0
126,1,57,1,47.0,0,0,1,124.0,1
6915,1,45,1,48.0,1,0,0,29.0,0
23287,0,25,1,15.0,1,1,0,152.0,0
31534,0,78,1,28.0,0,0,0,26.0,0
15700,0,23,1,12.0,0,1,1,152.0,0
15343,1,45,1,28.0,0,2,1,124.0,1
5210,0,52,1,28.0,0,0,1,124.0,0
8266,0,60,1,28.0,0,2,1,124.0,0
19915,1,63,1,28.0,0,2,1,26.0,1
27306,1,23,1,30.0,0,1,1,152.0,1
1097,0,25,1,28.0,1,1,0,152.0,0
26215,1,65,1,35.0,0,0,1,124.0,1
27760,0,25,1,36.0,1,1,0,152.0,0
15328,1,51,1,29.0,0,2,1,26.0,1
17368,0,45,1,28.0,0,0,1,26.0,1
13227,0,24,1,15.0,1,1,0,152.0,0
31614,1,48,1,38.0,0,2,1,155.0,0
7783,1,40,1,50.0,0,0,1,26.0,1
10380,0,25,1,15.0,0,1,1,152.0,1
10457,0,47,1,28.0,0,0,1,26.0,1
2443,1,47,1,29.0,0,0,1,26.0,1
24938,1,42,1,33.0,0,0,1,124.0,1
10541,0,42,1,39.0,0,0,1,26.0,1
19234,1,27,1,41.0,1,1,0,152.0,0
814,0,37,1,25.0,0,0,1,156.0,1
25904,1,29,1,29.0,1,1,0,152.0,0
12999,1,30,1,29.0,0,0,1,26.0,1
13140,1,51,1,20.0,1,0,0,124.0,0
35475,0,24,1,36.0,1,1,0,152.0,0
12807,0,36,1,48.0,1,0,1,26.0,0
14153,1,43,1,12.0,0,0,1,26.0,1
31982,1,49,1,28.0,0,2,1,55.0,0
12298,1,55,1,28.0,0,0,1,124.0,1
5779,0,45,1,8.0,0,0,1,26.0,1
2546,1,23,1,34.0,0,1,1,26.0,0
30282,1,36,1,50.0,1,0,0,18.0,0
1060,1,22,1,32.0,0,1,1,152.0,0
10147,1,44,1,8.0,0,0,1,124.0,1
7983,1,45,1,8.0,1,0,0,26.0,0
3191,1,38,1,41.0,1,0,0,152.0,0
16478,0,27,1,8.0,0,0,1,156.0,1
18130,0,76,0,39.0,0,0,1,122.0,0
20609,1,52,1,28.0,0,0,1,26.0,1
3756,1,50,1,28.0,0,2,1,26.0,1
3438,0,29,1,30.0,1,1,0,152.0,0
18755,0,46,1,28.0,0,0,1,26.0,1
14382,0,33,1,28.0,0,1,1,26.0,1
31868,0,22,1,18.0,0,1,1,152.0,0
20103,0,39,1,3.0,0,0,1,156.0,1
3818,1,50,1,8.0,0,2,1,26.0,0
35206,0,31,1,30.0,0,0,1,124.0,0
9078,1,46,1,45.0,0,0,1,124.0,0
6359,1,41,1,48.0,0,0,1,124.0,1
35027,0,27,1,8.0,0,1,1,151.0,0
35722,1,25,1,47.0,1,1,0,152.0,0
29486,1,45,1,14.0,0,0,1,26.0,1
23710,1,30,1,28.0,0,0,1,124.0,1
25745,0,36,1,33.0,1,0,0,124.0,0
31448,1,75,1,15.0,0,0,1,26.0,0
15460,0,24,1,30.0,1,1,0,152.0,0
12799,1,39,1,41.0,0,0,1,124.0,0
20978,1,21,1,46.0,1,1,0,160.0,0
16052,0,23,1,8.0,1,1,0,152.0,0
5397,1,50,1,8.0,1,0,0,26.0,0
32265,0,47,1,28.0,0,0,1,55.0,1
30311,1,36,1,12.0,0,0,0,156.0,0
19029,0,44,1,33.0,0,0,1,26.0,1
2243,0,49,1,28.0,0,0,1,26.0,1
6253,0,24,1,29.0,1,1,0,152.0,0
2336,1,46,1,28.0,0,0,1,124.0,1
17334,1,43,1,23.0,0,0,1,156.0,1
32154,1,62,1,24.0,0,0,1,26.0,1
12982,0,27,1,10.0,0,1,1,152.0,0
1120,1,40,1,48.0,0,0,1,26.0,1
32184,0,68,1,29.0,0,0,1,26.0,1
10789,0,46,1,28.0,0,2,1,26.0,1
21360,0,22,1,46.0,1,1,0,152.0,0
639,1,47,1,28.0,0,2,1,26.0,0
922,0,34,1,28.0,0,2,1,122.0,1
9446,1,34,1,9.0,0,0,1,124.0,1
25053,1,49,1,28.0,0,2,1,26.0,1
30513,0,29,1,41.0,1,1,0,152.0,0
5408,0,40,1,15.0,0,0,1,124.0,1
5788,0,42,1,28.0,0,0,1,124.0,1
25418,1,47,1,13.0,1,0,1,124.0,0
15374,0,51,1,8.0,0,0,1,124.0,1
27616,0,27,1,15.0,1,1,0,152.0,0
21951,1,44,1,28.0,0,0,1,26.0,1
31273,0,28,1,24.0,0,0,1,156.0,1
24519,1,57,1,28.0,0,2,1,26.0,1
17586,0,31,1,28.0,0,0,1,156.0,1
31110,0,54,1,8.0,0,0,1,124.0,1
27202,0,49,1,46.0,0,0,1,157.0,1
25444,1,32,1,28.0,1,0,0,124.0,0
9677,0,45,1,41.0,0,0,1,26.0,0
1970,1,28,1,28.0,0,1,1,156.0,1
11302,0,49,1,28.0,0,2,1,26.0,1
4018,1,48,1,8.0,0,0,1,25.0,1
26727,1,32,1,28.0,0,0,1,124.0,1
4347,1,41,1,36.0,1,0,0,26.0,0
33795,0,20,1,12.0,1,1,0,160.0,0
18381,0,38,1,28.0,0,0,1,26.0,1
23470,1,47,1,28.0,0,0,1,124.0,0
14728,0,24,1,29.0,1,1,0,152.0,0
11246,1,60,1,28.0,0,2,1,26.0,1
1571,0,71,1,45.0,0,0,1,26.0,0
2192,1,41,1,8.0,0,2,1,124.0,1
19096,1,60,1,35.0,0,0,1,26.0,1
9184,0,77,1,37.0,0,2,1,26.0,1
18574,0,36,1,29.0,0,0,1,124.0,1
5465,0,42,1,25.0,1,0,0,152.0,0
21526,0,47,1,28.0,0,0,1,124.0,1
5984,0,75,1,28.0,0,0,1,122.0,1
6565,1,58,1,28.0,0,2,1,26.0,1
7804,1,43,1,28.0,0,0,1,29.0,1
11954,1,46,1,28.0,0,2,1,26.0,1
8037,0,49,1,28.0,1,0,0,26.0,0
28173,1,28,1,28.0,0,1,1,122.0,1
29287,1,54,1,28.0,0,2,1,26.0,1
9510,0,37,1,28.0,0,0,1,31.0,1
30318,1,45,1,11.0,0,0,1,26.0,0
12154,1,24,1,37.0,0,1,0,26.0,0
31002,1,68,1,28.0,0,0,1,147.0,0
18520,1,21,1,46.0,0,1,1,160.0,1
17449,1,47,1,46.0,0,0,1,124.0,1
14060,1,54,1,9.0,0,0,1,26.0,1
16984,1,45,1,8.0,0,0,1,7.0,1
20611,1,53,1,46.0,0,2,1,124.0,1
31191,1,22,1,46.0,0,1,1,152.0,0
8764,0,64,1,8.0,0,0,1,124.0,0
77,1,50,1,12.0,0,0,1,124.0,1
23930,1,36,1,28.0,0,0,1,124.0,1
19282,0,33,1,28.0,0,1,1,152.0,1
35194,1,56,1,4.0,0,0,1,124.0,0
15524,1,53,1,29.0,0,0,1,26.0,1
21204,0,41,1,39.0,0,0,1,26.0,1
29693,0,30,1,15.0,0,1,1,152.0,0
23325,0,22,1,28.0,0,1,1,156.0,1
30523,1,59,1,14.0,0,0,1,26.0,1
26185,0,49,1,46.0,1,0,0,150.0,0
29626,1,20,1,22.0,1,1,0,160.0,0
10456,1,39,1,28.0,0,0,0,124.0,0
32573,0,53,1,28.0,1,0,0,124.0,0
8007,1,46,1,28.0,0,2,1,124.0,1
21852,0,37,1,28.0,0,0,1,124.0,1
5951,1,23,1,27.0,0,1,1,152.0,1
32337,1,22,1,6.0,1,1,0,152.0,0
12858,0,46,1,28.0,0,0,1,26.0,0
4003,0,24,1,8.0,0,1,1,152.0,0
5415,0,50,1,38.0,0,0,1,26.0,1
21767,1,43,1,20.0,0,0,1,26.0,0
29968,0,24,1,28.0,1,1,0,152.0,0
8162,1,20,1,33.0,0,1,1,156.0,1
19019,0,23,1,47.0,0,1,1,26.0,1
5256,0,21,1,28.0,0,1,0,160.0,1
4164,0,55,1,20.0,1,0,0,26.0,0
8567,0,23,1,21.0,0,1,1,152.0,1
1908,1,54,1,28.0,0,0,1,59.0,1
33242,0,23,1,29.0,1,1,0,152.0,0
11733,0,35,1,37.0,0,0,1,152.0,0
235,0,33,1,46.0,0,0,1,124.0,1
12219,0,40,1,28.0,0,0,1,55.0,1
31037,1,38,1,28.0,0,0,1,124.0,1
17988,1,60,1,27.0,0,0,1,124.0,1
9216,1,56,1,8.0,1,0,0,26.0,0
10739,1,46,1,28.0,0,2,1,26.0,0
28253,1,42,1,28.0,0,0,1,122.0,1
4116,0,57,1,28.0,0,0,1,124.0,0
26614,0,46,1,7.0,0,0,1,26.0,1
32293,1,64,1,28.0,0,2,1,26.0,1
14231,0,39,1,38.0,0,0,1,156.0,1
27534,0,28,1,44.0,0,1,1,156.0,1
21114,0,44,1,48.0,0,0,1,156.0,0
22067,1,23,1,33.0,1,1,0,152.0,0
19216,0,42,1,28.0,0,0,1,124.0,1
12190,1,55,1,18.0,0,0,1,26.0,0
34723,1,41,1,41.0,0,0,1,124.0,0
1342,0,47,1,28.0,0,0,1,26.0,1
8512,1,43,1,8.0,0,0,1,26.0,1
1992,0,23,1,28.0,1,1,0,152.0,0
32414,0,25,1,21.0,1,1,0,152.0,0
5287,0,49,1,28.0,0,0,1,26.0,1
21190,0,27,1,48.0,0,1,1,152.0,0
8144,0,44,1,28.0,1,0,0,42.0,0
2219,1,33,1,48.0,0,1,1,154.0,1
9865,0,40,1,46.0,0,0,1,163.0,1
22422,1,53,1,28.0,0,0,1,26.0,1
16644,1,42,1,28.0,0,0,1,26.0,1
36034,1,46,1,28.0,1,0,0,26.0,0
30517,1,62,1,28.0,1,0,0,152.0,0
14939,1,57,1,48.0,1,0,0,26.0,0
29241,1,61,1,9.0,1,0,0,26.0,0
20128,1,24,1,28.0,0,1,1,152.0,1
16783,0,35,1,28.0,1,0,0,124.0,0
21152,1,63,1,28.0,0,0,1,26.0,0
8084,1,67,1,50.0,1,0,0,8.0,0
32254,1,46,1,30.0,0,0,1,26.0,1
20618,1,32,1,3.0,0,0,1,26.0,1
1917,0,59,1,38.0,0,0,1,124.0,1
1828,1,51,1,28.0,0,0,1,154.0,1
11262,1,24,1,2.0,0,1,1,152.0,0
14515,0,23,1,49.0,0,1,1,151.0,0
12941,1,27,1,19.0,0,1,1,152.0,1
7227,0,36,1,47.0,1,0,0,152.0,0
2048,1,26,1,46.0,0,0,1,26.0,1
33499,0,23,1,9.0,0,1,1,26.0,0
7291,1,57,1,28.0,0,0,1,26.0,0
4943,0,21,1,46.0,1,1,0,152.0,0
14760,0,20,1,15.0,1,1,1,160.0,0
19098,0,22,1,36.0,0,0,1,124.0,0
29043,1,73,1,28.0,0,0,1,26.0,0
26386,1,32,1,41.0,0,0,1,124.0,1
10764,1,54,1,23.0,1,0,0,26.0,0
30105,1,68,1,28.0,0,2,1,124.0,1
6469,1,46,1,28.0,0,0,1,26.0,1
34758,1,25,1,38.0,1,1,0,152.0,0
32043,0,56,1,3.0,0,1,0,1.0,1
36127,0,49,1,41.0,0,0,1,26.0,0
15821,0,23,1,8.0,1,1,0,152.0,0
17673,1,26,1,29.0,1,1,0,152.0,0
13703,0,34,1,31.0,0,0,1,124.0,1
10954,0,37,1,45.0,0,0,1,124.0,1
846,1,43,1,26.0,0,0,1,22.0,1
23769,1,21,1,24.0,1,1,0,152.0,0
6472,0,24,1,11.0,1,1,0,152.0,0
13234,1,58,1,28.0,0,2,1,26.0,1
16465,0,40,1,18.0,0,0,1,124.0,0
18935,1,40,1,41.0,0,0,1,124.0,1
16018,0,28,1,8.0,1,1,0,152.0,0
31526,1,48,1,30.0,0,0,1,124.0,0
117,1,21,1,28.0,0,1,1,152.0,1
10203,1,67,1,8.0,0,0,1,151.0,0
22350,1,42,1,28.0,0,0,1,26.0,1
28230,0,68,1,47.0,1,0,0,26.0,0
28746,1,55,1,28.0,0,2,1,26.0,1
14043,1,38,1,14.0,0,0,1,26.0,1
9990,1,21,1,39.0,1,1,0,160.0,0
27409,1,57,1,28.0,0,0,1,139.0,0
16389,0,43,1,8.0,0,0,1,124.0,1
6218,0,22,1,12.0,1,1,0,152.0,0
9111,1,60,1,18.0,0,0,1,124.0,1
10787,0,44,1,28.0,0,2,1,124.0,1
4324,1,34,1,3.0,0,0,1,156.0,1
20045,1,46,1,28.0,0,0,1,124.0,0
3099,1,49,1,38.0,0,0,0,26.0,0
24818,1,50,1,8.0,0,0,1,26.0,1
13046,0,48,1,35.0,0,0,1,26.0,1
29526,1,24,1,2.0,0,1,1,152.0,0
27446,0,48,1,28.0,0,0,1,22.0,1
20119,0,54,1,28.0,0,0,1,124.0,1
13918,1,51,1,28.0,0,0,1,26.0,1
10589,0,46,1,28.0,0,0,1,122.0,1
22870,1,65,1,6.0,0,0,1,26.0,0
26845,1,26,1,28.0,0,0,0,163.0,0
11613,0,43,1,8.0,0,0,1,26.0,1
27139,1,30,1,15.0,0,1,1,152.0,1
6767,1,45,1,15.0,0,0,1,14.0,1
5622,1,42,1,28.0,0,0,1,124.0,1
1605,0,39,1,46.0,0,0,1,124.0,1
20814,1,54,1,18.0,0,0,0,124.0,0
26900,1,37,1,28.0,0,0,1,26.0,1
27285,1,36,1,28.0,0,0,1,124.0,1
35987,1,55,1,28.0,0,0,0,52.0,0
29691,0,24,1,46.0,1,1,0,152.0,0
28024,1,34,1,15.0,0,0,1,124.0,1
3812,0,46,1,28.0,0,0,1,26.0,1
16426,1,45,1,17.0,0,0,1,124.0,0
